prox_angle,distal_angle
-0.3551573972304523,-0.01577206118146841
-0.3567289449333324,-0.015771868927701826
-0.35830049274752085,-0.015771676815362064
-0.3598720406725809,-0.01577148484501847
-0.3614435887080788,-0.015771293017232228
-0.3630151368535851,-0.01577110133256048
-0.36458668510867326,-0.01577090979155338
-0.36615823347292,-0.015770718394754985
-0.367729781945906,-0.015770527142704705
-0.36930133052721476,-0.015770336035934758
-0.3708728792164331,-0.015770145074973367
-0.37244033093417217,-0.016031831466463753
-0.37400025075034626,-0.016775471364202977
-0.37556033725973026,-0.017494965090290967
-0.3771221995414019,-0.018130455430602186
-0.3786767741799412,-0.01918067641078804
-0.38022075225584956,-0.019791568853599374
-0.38178860978278023,-0.02073696984641498
-0.38334801249462225,-0.021423683134060692
-0.38491274184870733,-0.022214869979300955
-0.3864646971531116,-0.022872609845120868
-0.3880137792232063,-0.024058679331857923
-0.3895815582883078,-0.02466177511191932
-0.3911390893288225,-0.025328938010574426
-0.3926642388856009,-0.02630364050114208
-0.3942464868476182,-0.027364519611675842
-0.3957839833785065,-0.02826213292388818
-0.39735162902329174,-0.029013206438880498
-0.3989239839109107,-0.03008098864505455
-0.40045457460764944,-0.030921728202319827
-0.4019918090323227,-0.03117643116903339
-0.4035777981871038,-0.03217131445531228
-0.40513508386234304,-0.03291773192979358
-0.4066485634666982,-0.0338102840531284
-0.4082332222911349,-0.03504471501235875
-0.40975730247300146,-0.03578494214893521
-0.411345336410664,-0.03665941508580377
-0.41283039705979285,-0.03708638658673424
-0.41436104935802004,-0.03754823345954719
-0.4159875685918859,-0.03896112119066986
-0.4174812366547372,-0.0398744724546908
-0.4190211190964122,-0.041160772366452957
-0.42056539810426985,-0.04166808407034749
-0.42216052295217527,-0.04239556985236296
-0.42351540179464653,-0.04329729719505453
-0.42485027363128625,-0.043781473595864075
-0.426394747139312,-0.04543537875714154
-0.42773231700361686,-0.046460691320431166
-0.42908880796185034,-0.04781317498529213
-0.4302780514339864,-0.04844088798038637
-0.43157375868339776,-0.047918367251886036
-0.43288632262327875,-0.048543205907230554
-0.4341272687244469,-0.04943637694848818
-0.4358751482252998,-0.050508566557409824
-0.4374085928449273,-0.05249527868813584
-0.4387683208878835,-0.05290661128435684
-0.4400615189510479,-0.052684198051174795
-0.44140505573393085,-0.0549664947970401
-0.4428844103819333,-0.0568324289972522
-0.4444739760536511,-0.05781637530376398
-0.4460778375220533,-0.05963960641535433
-0.4478084205089072,-0.060175316616310225
-0.44949899321547426,-0.06043099729432263
-0.45074926172241647,-0.061125410681648805
-0.45256734025578044,-0.06684664934792847
